Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FGM,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FTM,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,eFG%,TS%,hAST%,TOV%,OER,PER
303,Sandro Mamukelashvili,C,23,MIL,24,0,217,3.2,9.6,6.4,0.328,1.2,5.3,0.219,2,4.3,0.462,2,3,1,0.667,3,6.3,9.3,2.7,0.7,0.8,1.5,3.2,9.5,60.9375,43.08390023,17.73399015,9.852216749,0.763052209,0.0359447
303,Sandro Mamukelashvili,C,23,SAS,19,7,443,6.3,14,7.7,0.453,1.9,5.4,0.343,4.5,8.5,0.524,2.2,3.2,1,0.692,4.2,6.3,10.5,3.7,0.8,0.6,2.1,2.7,16.7,64.28571429,53.80154639,17.35459662,9.849906191,0.952109464,0.028216704
304,Terance Mann,SG,26,LAC,81,36,1872,5.2,10.1,4.9,0.519,1.5,3.8,0.389,3.7,6.3,0.598,1.8,2.3,0.5,0.78,1.5,3.8,5.3,3.5,0.8,0.4,1.5,2.9,13.7,70.2970297,61.20169757,21.61494519,9.263547939,1.084289672,0.004647436
305,Tre Mann,PG,21,OKC,67,5,1183,6,15.2,9.2,0.393,2.5,7.8,0.315,3.5,7.4,0.475,1.3,1.7,0.4,0.764,0.8,3.9,4.7,3.7,1.2,0.3,1.9,3,15.7,65.13157895,49.03951273,17.12368391,8.793243087,0.878813322,0.004395604
306,Boban Marjanovi?,C,34,HOU,31,0,171,8.6,12.6,4,0.683,0,0.2,0,8.6,12.4,0.695,4.2,5.7,1.5,0.741,4.2,8.4,12.6,1.9,1.1,0.4,2.9,2.1,21.5,69.04761905,70.2270129,9.449210494,14.42247917,1.190146692,0.107017544
307,Lauri Markkanen,PF,25,UTA,66,66,2273,9,18.1,9.1,0.499,3.2,8.1,0.391,5.9,10,0.585,5.5,6.3,0.8,0.875,2.1,7,9,1.9,0.7,0.6,2,2.2,26.8,72.09944751,63.52969065,7.602280684,8.00240072,1.16851973,0.006951166
308,Naji Marshall,SF,25,NOP,77,21,1792,5,11.5,6.5,0.433,1.3,4.4,0.303,3.6,7.1,0.513,2.8,3.5,0.7,0.789,1,4.6,5.6,3.8,1.1,0.3,1.9,2.3,14,62.60869565,53.18138651,20.14579192,10.07289596,0.934891486,0.004743304
309,Caleb Martin,SF,27,MIA,71,49,2077,4.4,9.5,5.1,0.464,1.5,4.1,0.356,2.9,5.4,0.545,1.6,2,0.4,0.805,1.5,4.4,6,2,1.2,0.5,1.4,2.5,11.8,67.89473684,56.45933014,14.44043321,10.10830325,1,0.003755416
310,Cody Martin,SF,27,CHO,7,0,134,3.8,9.7,5.9,0.389,0.8,3.8,0.214,3,5.9,0.5,1.1,1.9,0.8,0.571,2.1,4.3,6.4,3,1.1,0.3,0.5,3.5,9.4,58.7628866,44.32916765,21.27282397,3.545470661,0.850293985,0.043283582
311,KJ Martin,SF,22,HOU,82,49,2292,6.4,11.3,4.9,0.569,1.1,3.4,0.315,5.4,7.9,0.679,2.4,3.5,1.1,0.68,2,5.1,7.1,1.9,0.6,0.5,1.4,2.3,16.3,71.68141593,62.87367406,11.68332052,8.60876249,1.141856392,0.004493892
312,Tyrese Martin,SG,23,ATL,16,0,66,4.9,12.5,7.6,0.391,0.5,3.8,0.143,4.4,8.7,0.5,1.1,1.1,0,1,2.7,3.8,6.5,1.1,0.5,0,1.1,1.1,11.5,54.4,44.15434824,7.226145508,7.226145508,0.81589216,0.072727273
313,Garrison Mathews,SG,26,TOT,54,0,686,3.8,10.5,6.7,0.363,3.3,9.4,0.35,0.5,1.1,0.476,2.5,2.8,0.3,0.906,0.6,3.3,3.8,1.4,1.3,0.3,1,3.3,13.5,80.95238095,57.05832629,9.838369642,7.027406887,1.05799373,0.007434402
313,Garrison Mathews,SG,26,HOU,45,0,602,3.6,10.2,6.6,0.353,3.2,9.3,0.342,0.4,0.9,0.467,2.5,2.7,0.2,0.911,0.6,3.1,3.7,1.4,1.4,0.2,1.1,3.3,12.8,80.88235294,55.73699107,10.01251564,7.866976578,1.022772673,0.007973422
313,Garrison Mathews,SG,26,ATL,9,0,84,5.6,13.3,7.7,0.419,4.3,10.7,0.4,1.3,2.6,0.5,3,3.4,0.4,0.875,0.4,4.3,4.7,1.3,0.4,0.4,0.4,2.6,18.4,82.33082707,61.68286959,7.824255191,2.407463136,1.208141825,0.102380952
314,Bennedict Mathurin,SG,20,IND,78,17,2222,6.7,15.4,8.7,0.434,1.6,5,0.323,5.1,10.4,0.488,6.1,7.4,1.3,0.828,1.4,3.7,5.2,1.9,0.8,0.2,2.5,2.6,21.1,59.74025974,55.77583928,8.149260133,10.7227107,0.99387659,0.003330333
315,Wesley Matthews,SF,36,MIL,52,0,820,2.5,7,4.5,0.363,1.7,5.4,0.315,0.8,1.6,0.528,1.1,1.2,0.1,0.857,1.5,3.5,5,1.5,0.9,0.6,0.8,3.1,7.9,74.28571429,52.17965654,15.19756839,8.105369807,0.947242206,0.005853659
316,Tyrese Maxey,SG,22,PHI,60,41,2016,7.8,16.3,8.5,0.481,2.9,6.6,0.434,5,9.7,0.513,3.2,3.8,0.6,0.845,0.4,2.7,3.1,3.8,0.9,0.1,1.4,2.4,21.7,68.09815951,59.92819663,16.30551384,6.007294572,1.117980422,0.004414683
317,Skylar Mays,PG,25,POR,6,6,189,6.5,13,6.5,0.5,2.3,5,0.462,4.2,8,0.524,2.3,2.5,0.2,0.923,0.4,3.2,3.6,9.5,1.1,0.2,1.9,2.1,17.5,69.23076923,61.67400881,37.12750366,7.425500733,1.092043682,0.078306878
318,Miles McBride,PG,22,NYK,64,2,760,3.6,10.2,6.6,0.358,1.9,6.3,0.299,1.8,3.8,0.457,1.3,2,0.7,0.667,0.6,1.8,2.4,3.4,1.8,0.4,1.2,2.8,10.5,66.17647059,47.08520179,21.58730159,7.619047619,0.853658537,0.004605263
319,Mac McClung,SG,24,PHI,2,0,41,7.9,17.6,9.7,0.45,3.5,9.7,0.364,4.4,7.9,0.556,2.6,4.4,1.8,0.6,2.6,6.1,8.8,7.9,0,0,2.6,2.6,22,72.44318182,55.86592179,26.16760517,8.61212322,0.991884581,0.341463415
320,CJ McCollum,PG,31,NOP,75,75,2649,8,18.3,10.3,0.437,2.9,7.4,0.389,5.1,10.9,0.469,2.5,3.2,0.7,0.769,0.7,3.7,4.5,5.8,1,0.5,2.5,2.1,21.3,63.93442623,53.73360242,20.62588905,8.890469417,0.957733813,0.003624009
321,T.J. McConnell,PG,30,IND,75,6,1526,6.7,12.3,5.6,0.543,0.6,1.4,0.441,6.1,10.9,0.556,1.4,1.6,0.2,0.853,1.1,4.5,5.5,9.4,1.9,0.2,3.4,2.5,15.3,60.16260163,58.57580398,36.34957463,13.14771848,0.931790499,0.009174312
322,Jaden McDaniels,SF,22,MIN,79,79,2416,5.5,10.7,5.2,0.517,1.6,4,0.398,3.9,6.7,0.588,1.6,2.1,0.5,0.736,1.4,3.2,4.6,2.2,1.1,1.1,1.7,4.1,14.2,70.09345794,60.69673007,14.10482449,10.89918256,1.06406894,0.002566225
323,Jalen McDaniels,SF,25,TOT,80,24,1913,5.3,11.6,6.3,0.455,1.4,4.4,0.332,3.8,7.2,0.53,2.2,2.6,0.4,0.841,1.2,5.3,6.5,2.4,1.6,0.6,1.8,3.9,14.2,64.65517241,55.31749123,14.08864103,10.56648077,0.974605353,0.003972818
323,Jalen McDaniels,SF,25,CHO,56,21,1494,5.3,11.9,6.6,0.447,1.6,4.9,0.322,3.8,7,0.534,2.1,2.5,0.4,0.846,1.1,5.4,6.5,2.7,1.6,0.7,1.9,3.8,14.3,65.12605042,54.63228271,15.26501767,10.74204947,0.958123953,0.005220884
323,Jalen McDaniels,SF,25,PHI,24,3,419,5.2,10.6,5.4,0.488,1,2.6,0.4,4.1,8,0.516,2.4,2.9,0.5,0.824,1.6,4.9,6.5,1.6,1.5,0.4,1.1,4.4,13.7,61.32075472,57.19056564,10.90103901,7.494464316,1.053440984,0.017183771
324,Doug McDermott,SF,31,SAS,64,0,1314,6.5,14.3,7.8,0.457,3.4,8.2,0.413,3.2,6.2,0.516,1.5,1.9,0.4,0.757,0.7,3.2,3.8,2.5,0.4,0.2,1.6,3.2,17.9,74.12587413,58.87189607,12.9516902,8.289081725,1.06833781,0.004033486
325,JaVale McGee,C,35,DAL,42,7,355,8.1,12.7,4.6,0.64,0.2,0.5,0.4,7.9,12.2,0.65,2.4,4.2,1.8,0.585,3,7.8,10.9,1.1,0.4,2.6,3.7,5.5,18.9,65.7480315,64.30758761,5.642472429,18.97922544,1.033351558,0.028450704
326,Bryce McGowens,SG,20,CHO,46,7,787,3.7,9.2,5.5,0.396,1.2,3.7,0.325,2.5,5.6,0.443,2.7,3.7,1,0.75,0.9,3.3,4.3,2.5,0.7,0.3,2,2.2,11.3,60.32608696,51.56285649,16.17337862,12.9387029,0.878352118,0.005972046
327,Rodney McGruder,SG,31,DET,32,12,524,4.3,10.4,6.1,0.408,2.8,6.7,0.423,1.4,3.8,0.382,1.2,1.5,0.3,0.818,1.4,3.7,5.1,1.9,1.1,0.1,0.8,2.7,12.6,73.55769231,56.69291339,13.75565611,5.791855204,1.061052632,0.01259542
328,Jordan McLaughlin,PG,26,MIN,43,0,678,3.2,7.7,4.5,0.421,1.3,4.1,0.308,2,3.6,0.552,0.8,1,0.2,0.833,0.8,2.5,3.3,7.9,1.7,0.2,1.8,1.5,8.5,68.18181818,51.98776758,44.1958042,10.06993007,0.854271357,0.015339233
329,De'Anthony Melton,SG,24,PHI,77,58,2150,4.6,10.9,6.3,0.425,2.6,6.7,0.39,2,4.2,0.484,1.2,1.5,0.3,0.793,1.2,4.1,5.2,3.3,2.1,0.7,1.7,3.2,13.1,72.93577982,56.40473628,19.86455982,10.23325809,0.986817326,0.003813953
330,Sam Merrill,SG,26,CLE,5,0,59,5.5,13.4,7.9,0.409,3.1,11,0.278,2.4,2.4,1,1.2,1.2,0,1,0,5.5,5.5,3.1,2.4,0,0,1.8,15.3,82.08955224,54.76020043,18.16051552,0,1.097560976,0.188135593
331,Chimezie Metu,PF,25,SAC,66,0,689,6.7,11.4,4.7,0.589,0.5,2,0.237,6.3,9.5,0.663,2.8,3.8,1,0.74,2.5,7.9,10.3,2.1,1.1,1.1,1.7,4.2,16.8,67.54385965,63.61226808,12.34930903,9.997059688,1.13436867,0.018867925
332,Khris Middleton,SF,31,MIL,33,19,801,8,18.2,10.2,0.436,2.3,7.3,0.315,5.7,11,0.516,4.1,4.6,0.5,0.902,1.3,5,6.3,7.3,1,0.2,3.2,3.1,22.3,64.01098901,54.69708119,23.63606929,10.36101667,0.950149127,0.015230961
333,Patty Mills,PG,34,BRK,40,2,567,5.5,13.3,7.8,0.411,3.1,8.5,0.366,2.3,4.8,0.493,1.6,1.9,0.3,0.833,0.5,2.3,2.8,3.6,1,0.2,1.9,2,15.6,73.30827068,54.91990847,18.27179292,9.643446263,0.971659919,0.010229277
334,Shake Milton,SG,26,PHI,76,11,1567,5.5,11.6,6.1,0.479,1.3,3.4,0.378,4.3,8.2,0.521,2.3,2.7,0.4,0.853,0.9,3.5,4.4,5.5,0.6,0.3,2.2,2.8,14.6,62.06896552,56.66601979,26.72172962,10.68869185,0.972360972,0.005360562
335,Justin Minaya,SF,23,POR,4,0,89,2.8,9.3,6.5,0.304,1.2,4.9,0.25,1.6,4.4,0.364,0,0.4,0.4,0,1.2,4.9,6.1,1.6,0.8,2,1.6,3.6,6.9,56.4516129,36.3540569,12.60835303,12.60835303,0.622743682,0.026966292
336,Josh Minott,SF,20,MIN,15,0,96,6.8,13.5,6.7,0.5,0.7,2.3,0.333,6,11.3,0.533,3,3,0,1,1.9,7.5,9.4,1.9,1.5,2.3,1.1,3.7,17.2,58.88888889,57.62144054,10.59972106,6.136680614,1.078369906,0.146875
337,Davion Mitchell,PG,24,SAC,80,9,1447,4.5,9.9,5.4,0.454,1.6,4.9,0.32,2.9,5,0.584,0.6,0.8,0.2,0.806,0.4,2.2,2.6,4.6,1.1,0.4,1.5,2.8,11.2,70.2020202,54.47470817,28.08302808,9.157509158,0.952380952,0.003800968
338,Donovan Mitchell,SG,26,CLE,68,68,2432,10.1,20.8,10.7,0.484,3.6,9.4,0.386,6.4,11.4,0.566,4.7,5.4,0.7,0.867,0.9,3.3,4.3,4.5,1.5,0.4,2.7,2.5,28.5,71.15384615,60.98865825,14.72272207,8.833633241,1.099112997,0.005139803
339,Evan Mobley,PF,21,CLE,79,79,2715,7,12.6,5.6,0.554,0.3,1.4,0.216,6.7,11.2,0.595,2.7,4,1.3,0.674,2.5,6.9,9.4,3,0.8,1.6,1.9,2.9,16.9,61.11111111,58.27586207,15.46391753,9.793814433,1.036809816,0.004825046
340,Isaiah Mobley,PF,23,CLE,12,0,84,5.1,12,6.9,0.429,1.3,3.4,0.375,3.9,8.6,0.45,1.7,1.7,0,1,1.7,6.9,8.6,1.3,1.7,1.3,0.4,3.4,13.3,56.66666667,51.92270154,8.960882302,2.757194555,1.010254463,0.122619048
341,Chima Moneke,SF,27,SAC,2,0,8,4.5,9,4.5,0.5,0,0,,4.5,9,0.5,0,9,9,0,9,0,9,4.5,0,0,9,9,9,50,33.89830508,16.80672269,33.61344538,0.408163265,-1.6875
342,Malik Monk,SG,24,SAC,77,0,1719,7.5,16.7,9.2,0.448,3,8.3,0.359,4.5,8.3,0.538,3.9,4.3,0.4,0.889,0.7,3.6,4.3,6.2,1,0.4,3.1,2.6,21.8,69.76047904,58.15659597,22.10929839,11.05464919,1.002990568,0.006399069
343,Moses Moody,SG,20,GSW,63,3,817,4.8,10,5.2,0.476,2.2,5.9,0.363,2.6,4.1,0.641,1.6,2.3,0.7,0.698,1.2,3.4,4.6,2.2,0.8,0.3,1.5,2.4,13.3,77.5,59.95041695,14.87240155,10.14027379,1.061029118,0.008200734
344,Xavier Moon,SG,28,LAC,4,0,20,5.4,16.2,10.8,0.333,1.8,5.4,0.333,3.6,10.8,0.333,0,0,0,,0,5.4,5.4,9,0,0,1.8,3.6,12.6,50,38.88888889,33.33333333,6.666666667,0.7,0.27
345,Wendell Moore Jr.,SG,21,MIN,29,2,153,4.2,10.1,5.9,0.419,0.5,4,0.118,3.8,6.1,0.615,0.9,1.2,0.3,0.8,0.9,3.3,4.2,4.2,1.9,1.2,1.9,3.1,9.9,61.38613861,46.39175258,25.04472272,11.32975552,0.789473684,0.038562092
346,Ja Morant,PG,23,MEM,61,59,1948,10.5,22.4,11.9,0.466,1.7,5.5,0.307,8.8,16.9,0.519,6.9,9.2,2.3,0.748,1.1,5.5,6.6,9.1,1.2,0.3,3.8,1.8,29.5,59.15178571,55.09899141,22.9392488,9.579026973,0.972313777,0.008470226
347,Marcus Morris,PF,33,LAC,65,65,1825,5.4,12.7,7.3,0.426,2.2,6.1,0.364,3.2,6.6,0.484,1.3,1.7,0.4,0.782,0.6,4.5,5.1,2.2,0.8,0.4,1.1,2.7,14.4,66.53543307,53.30372016,13.08939462,6.544697308,0.988671473,0.003232877
348,Markieff Morris,PF,33,TOT,35,2,355,4.8,11.7,6.9,0.409,2.8,7.2,0.394,1.9,4.5,0.432,1,1,0,1,1.3,5.9,7.2,3.1,0.9,0.5,1.8,4.9,13.4,71.79487179,55.03080082,18.15519766,10.54172767,0.960573477,0.018873239
348,Markieff Morris,PF,33,BRK,27,1,285,4.2,10.4,6.2,0.402,2.5,6.2,0.408,1.6,4.2,0.394,1.3,1.3,0,1,1.6,5.8,7.5,3.2,1,0.6,1.8,4.2,12.1,70.19230769,54.91263898,19.9781489,11.23770876,0.946421588,0.028421053
348,Markieff Morris,PF,33,DAL,8,1,70,7.2,17,9.8,0.424,4.1,11.3,0.364,3.1,5.7,0.545,0,0,0,,0,6.2,6.2,3.1,0.5,0,2.1,7.7,18.5,75.58823529,54.41176471,13.96396396,9.459459459,0.968586387,0.021428571
349,Monte Morris,PG,27,WAS,62,61,1695,5.2,10.9,5.7,0.48,1.7,4.3,0.382,3.6,6.6,0.543,1.4,1.6,0.2,0.831,0.6,3.9,4.5,6.9,0.9,0.3,1.3,1.6,13.5,67.43119266,57.89022298,34.74320242,6.545820745,1.044891641,0.007138643
350,Trey Murphy III,SF,22,NOP,79,65,2448,5.7,11.8,6.1,0.484,3,7.3,0.406,2.7,4.5,0.611,2.5,2.8,0.3,0.905,0.9,3.3,4.1,1.6,1.3,0.6,0.9,2.3,16.9,79.23728814,64.35643564,10.23672425,5.75815739,1.210601719,0.00375817
351,Dejounte Murray,SG,26,ATL,74,74,2693,8.2,17.6,9.4,0.464,1.8,5.2,0.344,6.4,12.5,0.514,2.1,2.5,0.4,0.832,0.7,4.5,5.2,6,1.5,0.3,2.1,1.4,20.3,61.36363636,54.02528277,22.31520223,7.810320781,0.974789916,0.00438173
352,Jamal Murray,PG,25,DEN,65,65,2133,8,17.6,9.6,0.454,2.9,7.3,0.398,5.1,10.3,0.494,3,3.6,0.6,0.833,0.8,3.5,4.3,6.8,1.1,0.3,2.4,1.7,21.9,66.19318182,56.70636976,23.85128025,8.418098913,1.012950971,0.005672761
353,Keegan Murray,SF,22,SAC,80,78,2382,5.4,11.8,6.4,0.453,3.1,7.6,0.411,2.2,4.2,0.527,0.9,1.2,0.3,0.765,1.3,4.3,5.6,1.5,0.9,0.6,0.9,2.4,14.8,77.96610169,59.82215036,10.15572106,6.093432634,1.117824773,0.003358522
354,Mike Muscala,C,31,TOT,63,9,945,5,11.1,6.1,0.449,3.1,7.9,0.391,1.9,3.2,0.588,1.5,2,0.5,0.769,1.4,6.3,7.7,1.9,0.6,0.9,0.9,3.7,14.6,80.63063063,60.58091286,12.79461279,6.060606061,1.131782946,0.01005291
354,Mike Muscala,C,31,OKC,43,5,622,5.2,11.7,6.5,0.438,3.2,8.2,0.394,1.9,3.5,0.541,1.8,2.3,0.5,0.795,1.3,6.5,7.8,2.2,0.6,1.1,0.8,4.1,15.3,79.48717949,59.80066445,13.93066329,5.065695742,1.13040266,0.01607717
354,Mike Muscala,C,31,BOS,20,4,323,4.7,9.9,5.2,0.472,2.8,7.2,0.385,1.9,2.7,0.708,1,1.4,0.4,0.692,1.6,6,7.6,1.3,0.4,0.6,1,3.1,13.2,83.83838384,62.4704212,10.10493587,7.773027594,1.144839549,0.026934985
355,Svi Mykhailiuk,SF,25,TOT,32,8,468,5.9,13.3,7.4,0.445,3.2,7.6,0.424,2.7,5.7,0.473,2,3,1,0.667,1.2,2.9,4.1,4.1,1.2,0.3,1.8,1.8,17.1,72.93233083,58.06451613,19.87878788,8.727272727,1.039513678,0.018803419
355,Svi Mykhailiuk,SF,25,NYK,13,0,40,5.4,10.8,5.4,0.5,5.4,9,0.6,0,1.8,0,2.7,4.5,1.8,0.6,0,6.3,6.3,0.9,0.9,0,1.8,0.9,18.9,91.66666667,73.04347826,5.755395683,11.51079137,1.292307692,0.2925
355,Svi Mykhailiuk,SF,25,CHO,19,8,428,6,13.5,7.5,0.441,3,7.5,0.404,2.9,6.1,0.486,1.9,2.9,1,0.676,1.3,2.6,3.9,4.4,1.2,0.3,1.9,1.9,16.9,72.22222222,56.79717695,20.7767678,8.971786094,1.011673152,0.019626168
356,Larry Nance Jr.,C,30,NOP,65,1,1381,4.8,8,3.2,0.61,0.4,1.1,0.333,4.5,6.9,0.654,1.4,2.1,0.7,0.696,2.8,6.5,9.2,3.1,1.5,1,1.1,3.5,11.5,66.875,63.90664073,23.48929722,8.334911915,1.144848183,0.009341057
357,Andrew Nembhard,SG,23,IND,75,63,2073,4.9,11.2,6.3,0.441,1.6,4.6,0.35,3.3,6.6,0.504,0.9,1.1,0.2,0.79,0.6,2.8,3.5,5.9,1.2,0.2,2.2,3.1,12.3,64.28571429,52.46321177,29.76415689,11.09849918,0.885210507,0.003087313
358,Aaron Nesmith,SF,23,IND,73,60,1816,5,11.7,6.7,0.427,2.3,6.2,0.366,2.7,5.5,0.496,2.4,2.8,0.4,0.838,1.2,4.3,5.5,1.9,1.1,0.7,1.5,4.7,14.6,69.23076923,56.02455871,11.56421181,9.129640901,1.009681881,0.0030837
359,Raul Neto,PG,30,CLE,48,1,505,4.1,7.8,3.7,0.518,0.9,3,0.286,3.2,4.8,0.662,2.2,2.4,0.2,0.912,0.7,2.6,3.3,5.6,1.2,0.3,1.7,3.5,11.2,71.79487179,62.63982103,34.48275862,10.4679803,1.058601134,0.016831683
360,Georges Niang,PF,29,PHI,78,1,1512,5.3,12,6.7,0.442,3.7,9.1,0.401,1.6,2.8,0.576,0.9,1.1,0.2,0.867,0.5,4,4.4,1.8,0.7,0.3,1.3,3.5,15.2,82.08333333,60.69075664,11.52184349,8.321331413,1.101848496,0.003571429
361,Daishen Nix,PG,20,HOU,57,7,914,3.2,9.3,6.1,0.342,1.6,5.5,0.286,1.6,3.8,0.423,0.9,1.4,0.5,0.667,0.7,3.2,3.9,5.2,1.2,0.3,3.4,2.3,8.9,63.97849462,44.65629704,28.00969566,18.31403178,0.667666917,0.004376368
362,Zeke Nnaji,PF,22,DEN,53,5,728,5.4,9.7,4.3,0.561,0.8,3.2,0.262,4.6,6.5,0.71,2,3.1,1.1,0.645,3.2,3.6,6.8,0.9,0.8,1.1,1.5,5.2,13.7,72.16494845,61.31125531,6.631055443,11.05175907,1.087733227,0.00782967
363,Nerlens Noel,C,28,TOT,17,4,195,2.4,6.6,4.2,0.361,0.2,0.4,0.5,2.2,6.3,0.353,1.5,2.2,0.7,0.667,1.8,6.6,8.5,1.8,3,1.8,2.4,5.9,6.5,39.39393939,42.51144539,15.19628535,20.2617138,0.650650651,0.030769231
363,Nerlens Noel,C,28,DET,14,3,152,2.8,7.1,4.3,0.4,0.2,0.5,0.5,2.6,6.6,0.393,1.7,2.4,0.7,0.7,1.7,7.1,8.8,1.7,3.1,2.1,1.9,5.9,7.6,42.95774648,46.11650485,14.35810811,16.0472973,0.753968254,0.05
363,Nerlens Noel,C,28,BRK,3,1,43,0.8,5,4.2,0.167,0,0,,0.8,5,0.167,0.8,1.7,0.9,0.5,2.5,5,7.5,2.5,2.5,0.8,4.2,5.9,2.5,16,21.52389152,19.9880072,33.57985209,0.250878073,-0.006976744
364,Jaylen Nowell,SG,23,MIN,65,2,1252,8.1,18,9.9,0.448,1.9,6.7,0.289,6.1,11.3,0.542,2.2,2.8,0.6,0.778,1,3.9,4.9,3.8,1.2,0.1,1.9,2.9,20.2,63.61111111,52.250388,15.18178186,7.590890931,0.95463138,0.005511182
365,Frank Ntilikina,SG,24,DAL,47,5,607,2.8,7.8,5,0.364,1,4,0.254,1.8,3.9,0.477,1.3,2,0.7,0.667,0.4,3.3,3.7,3.4,0.9,0.4,1.7,3.9,8,61.53846154,45.71428571,24.54873646,12.27436823,0.769230769,0.003624382
366,Kendrick Nunn,SG,27,TOT,70,2,964,7.1,16.8,9.7,0.424,3,8.3,0.354,4.2,8.5,0.493,1.3,1.5,0.2,0.854,0.6,3.5,4.1,3.4,1,0.3,2.5,2.5,18.5,66.96428571,52.8194147,14.52215697,10.67805659,0.926157697,0.005497925
366,Kendrick Nunn,SG,27,LAL,39,2,528,7,17.1,10.1,0.406,2.8,8.6,0.325,4.2,8.5,0.488,1.2,1.4,0.2,0.81,0.3,3.4,3.7,2.3,0.7,0.2,2.1,2.4,17.9,66.08187135,50.3799606,10.37672005,9.474396571,0.902672718,0.005871212
366,Kendrick Nunn,SG,27,WAS,31,0,436,7.3,16.4,9.1,0.447,3.1,8,0.392,4.2,8.4,0.5,1.5,1.7,0.2,0.9,0.8,3.6,4.5,4.6,1.4,0.3,2.9,2.6,19.3,68.90243902,56.08019759,18.61782859,11.73732672,0.96187391,0.018119266
367,Jusuf Nurkic,C,28,POR,52,52,1391,6.8,13.1,6.3,0.519,1.1,3.1,0.361,5.7,10,0.567,3.3,5,1.7,0.661,3,9.2,12.2,3.9,1.1,1.1,3.1,4.8,18,63.74045802,58.15831987,17.35261402,13.79310345,0.975609756,0.009777139
368,Jordan Nwora,SF,24,TOT,62,14,1188,5.9,13.5,7.6,0.436,2.6,6.4,0.408,3.3,7.1,0.462,2.1,2.6,0.5,0.791,1.5,5.4,6.9,2.7,0.7,0.4,2,2.2,16.4,67.40740741,55.64981337,13.89246205,10.29071263,0.983803239,0.007575758
368,Jordan Nwora,SF,24,MIL,38,3,597,4.6,11.9,7.3,0.386,2.4,6.2,0.392,2.2,5.7,0.379,2.2,2.6,0.4,0.86,1.7,5.3,7.1,2.3,0.7,0.4,2.1,2.1,13.8,64.70588235,52.53140464,13.1166239,11.9760479,0.909690178,0.013065327
368,Jordan Nwora,SF,24,IND,24,11,591,7.2,15.1,7.9,0.476,2.8,6.6,0.422,4.4,8.5,0.518,1.9,2.6,0.7,0.721,1.3,5.5,6.8,3,0.7,0.4,1.9,2.4,19.1,69.53642384,58.4634221,14.1276195,8.947492348,1.051183269,0.016751269
369,Royce O'Neale,SF,29,BRK,76,53,2409,3.4,8.9,5.5,0.386,2.4,6.3,0.389,1,2.6,0.379,0.7,1,0.3,0.725,0.8,4.9,5.7,4.2,1,0.7,1.7,3.6,10,73.59550562,53.33333333,27.49590835,11.12929624,0.904977376,0.00290577
370,Chuma Okeke,SF,24,ORL,27,8,518,3,8.5,5.5,0.352,1.8,6,0.302,1.2,2.5,0.472,1.1,1.5,0.4,0.762,1.8,4.9,6.7,2.6,1.3,0.8,1.2,2.8,8.9,70.58823529,48.30393487,19.9807877,9.221902017,0.857831325,0.014285714
371,Josh Okogie,SG,24,PHO,72,26,1350,4.3,11,6.7,0.391,1.8,5.3,0.335,2.6,5.8,0.442,3.7,5.1,1.4,0.724,2.9,3.8,6.7,2.8,1.5,0.9,1.7,3,14.1,63.18181818,52.52374744,15.62282048,9.485283861,0.940313438,0.006592593
372,Onyeka Okongwu,C,22,ATL,80,18,1849,6.2,9.7,3.5,0.638,0.1,0.3,0.308,6.1,9.4,0.647,3,3.8,0.8,0.781,4.2,7,11.2,1.6,1.1,2.1,1.6,4.9,15.4,65.46391753,66.92742286,10.88065284,10.88065284,1.183704842,0.007842077
373,Isaac Okoro,SF,22,CLE,76,46,1652,3.8,7.7,3.9,0.494,1.4,3.7,0.363,2.5,4,0.617,1.7,2.2,0.5,0.757,1.1,2.9,4.1,1.9,1.2,0.7,0.9,3.4,10.7,73.37662338,61.17781589,16.45734084,7.795582503,1.115745568,0.003692494
374,KZ Okpala,PF,23,SAC,35,3,248,2.3,5.5,3.2,0.421,1,3,0.333,1.3,2.5,0.529,1,1.2,0.2,0.875,1,3.9,4.9,1.9,1,1,1,5.7,6.7,69.09090909,55.18945634,21.18171683,11.14827202,0.951704545,0.012096774
375,Victor Oladipo,SG,30,MIA,42,2,1106,5.2,13.1,7.9,0.397,2.3,6.9,0.33,2.9,6.2,0.471,1.9,2.6,0.7,0.747,0.5,3.6,4.2,4.8,1.9,0.4,2.8,3.2,14.6,66.03053435,50.92431113,21.88283565,12.76498746,0.855301699,0.005515371
376,Kelly Olynyk,C,31,UTA,68,68,1942,5.2,10.3,5.1,0.499,1.7,4.4,0.394,3.4,6,0.576,3.7,4.3,0.6,0.853,1.5,6.3,7.8,4.7,1.1,0.7,3.1,4.3,15.7,71.84466019,63.60137735,23.33374705,15.3903438,1.023801761,0.00607621
377,Eugene Omoruyi,SF,25,TOT,40,6,645,5.6,12.7,7.1,0.443,1.4,5,0.281,4.2,7.8,0.547,2.8,4.2,1.4,0.68,2.4,3.8,6.2,1.6,1.6,0.2,1.9,5.1,15.5,63.77952756,52.73902688,8.793624622,10.44242924,0.939963614,0.006046512
